Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
63,Female,Employed,Current,137,4,446607,9,9,15,0,0.9,24,111651.75
44,Male,Self-employed,Savings,13,2,2382,17,6,10,0,0.62,16,1191.0
30,Female,Employed,Savings,172,1,450751,18,12,8,0,0.58,20,450751.0
54,Male,Employed,Savings,178,2,46831,11,11,15,1,0.93,26,23415.5
30,Male,Employed,Current,134,1,358284,13,5,14,0,0.8,19,358284.0
34,Male,Self-employed,Savings,124,4,115047,17,3,9,0,0.92,12,28761.75
44,Female,Employed,Savings,18,1,146440,18,11,8,0,0.6,19,146440.0
18,Male,Employed,Savings,84,3,124556,15,10,12,0,0.55,22,41518.67
34,Male,Self-employed,Current,46,4,120879,18,11,13,2,0.79,24,30219.75
26,Female,Employed,Current,76,2,11425,12,12,10,0,0.94,22,5712.5
52,Female,Self-employed,Savings,39,2,8417,15,8,6,1,0.66,14,4208.5
33,Female,Employed,Current,114,2,139430,14,12,14,0,0.6,26,69715.0
42,Male,Employed,Savings,107,2,29738,14,5,7,1,0.75,12,14869.0
45,Female,Self-employed,Savings,55,2,3174,13,8,6,0,0.7,14,1587.0
43,Male,Employed,Savings,165,3,53146,9,6,14,0,0.5,20,17715.33
39,Male,Unemployed,Fixed Deposit,64,4,116526,9,10,11,0,0.9,21,29131.5
41,Male,Employed,Fixed Deposit,83,2,72117,21,4,9,0,0.87,13,36058.5
24,Female,Employed,Savings,138,1,69953,23,7,6,0,0.99,13,69953.0
30,Male,Employed,Savings,170,2,145989,16,8,15,0,0.75,23,72994.5
38,Female,Employed,Savings,75,3,82118,14,11,7,0,0.62,18,27372.67
44,Male,Employed,Savings,110,1,72135,14,7,16,0,0.66,23,72135.0
53,Male,Self-employed,Savings,154,2,17609,14,6,11,0,0.92,17,8804.5
18,Female,Employed,Savings,157,1,135563,19,6,11,0,0.81,17,135563.0
52,Male,Employed,Savings,38,3,277916,14,7,10,0,0.75,17,92638.67
27,Female,Employed,Current,165,2,210671,18,9,10,1,0.84,19,105335.5
27,Female,Self-employed,Savings,19,2,113604,19,6,6,0,0.81,12,56802.0
37,Male,Unemployed,Current,172,2,213615,10,9,11,1,0.81,20,106807.5
39,Male,Unemployed,Savings,80,3,17423,15,4,8,1,0.66,12,5807.67
43,Female,Self-employed,Current,41,1,236724,9,8,17,1,0.96,25,236724.0
34,Male,Employed,Current,57,3,8049,17,11,8,1,0.82,19,2683.0
26,Male,Employed,Current,61,3,4577,18,7,9,0,0.98,16,1525.67
51,Female,Employed,Savings,170,1,230554,11,10,13,0,0.94,23,230554.0
28,Male,Self-employed,Savings,72,1,49935,13,5,8,0,0.74,13,49935.0
44,Female,Self-employed,Savings,86,2,50380,16,6,7,0,0.57,13,25190.0
41,Male,Self-employed,Savings,152,3,342040,12,10,12,0,0.82,22,114013.33
36,Female,Unemployed,Savings,64,1,173019,15,8,10,0,0.87,18,173019.0
25,Female,Employed,Savings,129,2,87756,15,7,13,0,0.94,20,43878.0
32,Female,Unemployed,Savings,68,1,150338,12,8,16,0,0.77,24,150338.0
26,Female,Employed,Savings,64,2,336252,14,8,9,0,0.6,17,168126.0
20,Male,Employed,Savings,27,1,447142,16,8,9,0,0.74,17,447142.0
52,Female,Employed,Fixed Deposit,128,1,219437,12,8,10,0,0.65,18,219437.0
23,Female,Employed,Savings,123,1,68369,20,12,10,0,0.71,22,68369.0
25,Male,Employed,Savings,52,2,103098,13,6,15,0,0.68,21,51549.0
27,Female,Self-employed,Savings,79,3,77602,9,4,15,0,0.54,19,25867.33
25,Male,Employed,Savings,104,1,12225,14,5,8,0,0.67,13,12225.0
33,Female,Employed,Savings,57,2,141802,18,7,3,0,0.53,10,70901.0
43,Female,Employed,Savings,21,1,297440,14,6,10,0,0.61,16,297440.0
52,Female,Unemployed,Current,17,3,238122,9,5,13,1,0.55,18,79374.0
24,Male,Employed,Savings,75,3,50718,16,5,9,0,0.94,14,16906.0
43,Female,Self-employed,Current,139,1,407054,22,10,14,0,0.93,24,407054.0
41,Male,Employed,Savings,160,2,208594,11,13,7,1,0.57,20,104297.0
40,Female,Self-employed,Savings,117,1,110887,18,12,9,0,0.74,21,110887.0
18,Female,Unemployed,Savings,86,2,268725,19,10,7,0,0.52,17,134362.5
36,Female,Self-employed,Savings,173,2,373272,11,9,8,0,0.59,17,186636.0
35,Female,Unemployed,Fixed Deposit,117,4,112066,16,9,10,1,0.51,19,28016.5
33,Male,Employed,Savings,135,2,42116,16,4,12,0,0.57,16,21058.0
35,Female,Employed,Savings,142,2,28755,9,9,10,0,0.96,19,14377.5
26,Male,Self-employed,Fixed Deposit,38,2,129609,14,10,9,0,0.52,19,64804.5
36,Female,Self-employed,Savings,106,3,143122,11,7,11,0,0.81,18,47707.33
35,Male,Employed,Fixed Deposit,17,1,92688,13,7,3,0,0.85,10,92688.0
40,Male,Employed,Savings,168,1,6480,16,11,11,0,0.92,22,6480.0
35,Female,Self-employed,Savings,33,1,182830,18,4,8,0,0.88,12,182830.0
35,Female,Self-employed,Current,86,1,177135,15,14,9,0,0.66,23,177135.0
42,Male,Self-employed,Fixed Deposit,13,1,11599,12,10,9,0,0.58,19,11599.0
30,Male,Employed,Current,59,3,453176,14,8,7,0,0.73,15,151058.67
36,Male,Employed,Current,117,1,163262,16,7,6,0,0.76,13,163262.0
54,Female,Self-employed,Fixed Deposit,37,2,27207,14,9,10,0,0.91,19,13603.5
32,Female,Employed,Savings,28,1,40588,18,4,9,1,0.88,13,40588.0
41,Female,Self-employed,Fixed Deposit,164,1,250318,8,7,9,0,0.67,16,250318.0
39,Male,Employed,Savings,110,1,239567,13,9,9,0,0.76,18,239567.0
28,Male,Employed,Savings,156,1,31780,15,2,5,0,0.98,7,31780.0
41,Female,Employed,Savings,173,1,120888,11,5,5,2,0.74,10,120888.0
46,Female,Self-employed,Savings,43,3,20286,13,4,13,1,0.81,17,6762.0
19,Male,Employed,Savings,175,3,152632,19,10,15,0,0.93,25,50877.33
41,Female,Employed,Current,61,1,273034,20,8,4,1,0.55,12,273034.0
48,Female,Employed,Savings,41,1,72808,16,6,10,0,0.9,16,72808.0
45,Male,Employed,Current,124,4,108741,13,8,5,1,0.58,13,27185.25
18,Male,Self-employed,Current,73,2,296693,14,8,11,0,0.61,19,148346.5
49,Female,Employed,Savings,36,3,381234,19,9,12,0,0.65,21,127078.0
18,Female,Employed,Current,125,1,101869,14,7,11,0,0.51,18,101869.0
40,Male,Self-employed,Current,25,3,114428,9,12,12,0,0.61,24,38142.67
18,Female,Employed,Savings,175,3,319616,17,3,13,0,0.62,16,106538.67
38,Female,Unemployed,Current,108,3,25144,21,8,12,0,0.65,20,8381.33
38,Male,Unemployed,Fixed Deposit,61,1,266938,8,7,17,1,0.73,24,266938.0
31,Male,Self-employed,Current,145,1,222296,9,7,9,0,0.74,16,222296.0
37,Female,Self-employed,Savings,36,1,75808,24,10,16,0,0.8,26,75808.0
18,Male,Employed,Savings,58,3,151996,14,7,10,0,0.8,17,50665.33
32,Female,Employed,Savings,71,2,5026,17,9,14,0,0.54,23,2513.0
42,Female,Self-employed,Current,54,1,67718,11,8,17,1,0.59,25,67718.0
43,Female,Self-employed,Current,149,3,28630,15,6,6,0,0.62,12,9543.33
33,Female,Self-employed,Savings,124,1,65026,10,9,14,1,0.98,23,65026.0
48,Female,Employed,Current,122,1,9426,11,8,13,2,0.89,21,9426.0
31,Male,Self-employed,Savings,77,2,10529,12,11,12,0,0.61,23,5264.5
49,Female,Employed,Savings,109,2,6673,18,14,8,0,0.89,22,3336.5
48,Female,Employed,Current,175,1,108143,9,11,9,0,0.68,20,108143.0
18,Male,Self-employed,Savings,78,1,2622,13,5,6,0,0.68,11,2622.0
33,Male,Self-employed,Savings,33,2,24197,12,8,14,1,0.83,22,12098.5
36,Female,Employed,Savings,149,1,37151,14,4,6,1,0.91,10,37151.0
26,Female,Employed,Current,59,1,160447,12,4,7,0,0.55,11,160447.0
32,Female,Employed,Current,166,2,38339,19,9,9,1,0.82,18,19169.5
54,Female,Self-employed,Current,79,4,24144,23,8,8,0,1.0,16,6036.0
32,Male,Employed,Current,64,2,166660,15,5,12,1,0.75,17,83330.0
42,Male,Employed,Savings,169,2,56100,25,11,10,0,0.94,21,28050.0
39,Male,Self-employed,Savings,152,3,110231,17,9,10,0,0.85,19,36743.67
42,Male,Employed,Current,145,2,21382,15,3,5,0,0.91,8,10691.0
30,Male,Employed,Current,20,1,143234,17,5,8,0,0.57,13,143234.0
32,Female,Unemployed,Current,92,1,22979,15,11,10,0,0.74,21,22979.0
46,Male,Employed,Savings,114,2,27149,11,8,13,0,0.54,21,13574.5
47,Male,Employed,Savings,67,1,108007,15,15,9,0,0.99,24,108007.0
38,Male,Employed,Current,52,2,238934,13,9,9,0,0.99,18,119467.0
25,Male,Employed,Current,16,3,67942,9,9,10,1,0.58,19,22647.33
38,Female,Employed,Fixed Deposit,109,2,87619,20,4,9,0,0.98,13,43809.5
42,Male,Unemployed,Current,122,1,246195,23,14,13,0,0.7,27,246195.0
42,Male,Unemployed,Savings,145,1,38614,18,7,15,0,0.5,22,38614.0
27,Male,Employed,Current,54,2,148087,15,10,8,0,0.51,18,74043.5
37,Male,Self-employed,Fixed Deposit,159,1,124934,20,6,9,0,0.91,15,124934.0
38,Female,Employed,Savings,47,3,122740,8,6,10,0,0.56,16,40913.33
50,Male,Employed,Savings,130,2,48741,20,3,6,0,0.51,9,24370.5
26,Male,Self-employed,Savings,24,2,86271,16,10,11,0,0.63,21,43135.5
43,Female,Employed,Fixed Deposit,118,2,14061,13,11,7,0,0.59,18,7030.5
30,Female,Self-employed,Fixed Deposit,118,2,290994,17,9,13,0,0.8,22,145497.0
41,Male,Employed,Savings,19,1,182712,15,6,13,0,0.81,19,182712.0
31,Female,Employed,Fixed Deposit,162,1,83261,17,10,7,0,0.95,17,83261.0
33,Female,Employed,Savings,157,1,649111,14,8,12,0,0.57,20,649111.0
18,Male,Unemployed,Current,127,3,298222,18,8,14,0,0.6,22,99407.33
30,Male,Employed,Savings,167,3,158269,14,9,9,0,0.91,18,52756.33
35,Male,Employed,Savings,177,2,27262,13,9,7,0,0.82,16,13631.0
28,Male,Self-employed,Savings,44,1,113981,14,3,10,0,0.89,13,113981.0
20,Female,Self-employed,Savings,137,2,52375,14,3,9,0,0.91,12,26187.5
44,Male,Self-employed,Current,58,4,308845,15,9,10,1,0.57,19,77211.25
18,Female,Employed,Savings,143,3,5817,14,11,8,0,0.81,19,1939.0
38,Male,Self-employed,Savings,167,3,219706,14,5,7,0,0.99,12,73235.33
46,Male,Employed,Savings,110,4,50054,13,5,8,0,0.54,13,12513.5
27,Male,Employed,Savings,135,1,184818,13,7,13,0,0.58,20,184818.0
33,Male,Employed,Savings,17,3,50695,17,9,13,0,0.95,22,16898.33
25,Female,Employed,Fixed Deposit,151,3,1380,16,11,3,0,0.59,14,460.0
44,Female,Employed,Savings,37,1,261061,19,7,7,1,0.78,14,261061.0
30,Male,Employed,Savings,157,2,175036,14,9,12,0,0.95,21,87518.0
29,Male,Self-employed,Savings,83,1,120150,16,5,9,0,0.9,14,120150.0
29,Male,Employed,Savings,111,1,60587,32,7,5,0,0.61,12,60587.0
30,Female,Employed,Savings,106,1,368374,12,6,11,1,0.64,17,368374.0
30,Female,Self-employed,Savings,109,1,149526,11,9,7,0,0.55,16,149526.0
42,Female,Employed,Current,80,1,7169,18,11,6,0,0.66,17,7169.0
45,Female,Unemployed,Savings,134,2,8065,11,10,9,0,0.66,19,4032.5
35,Female,Self-employed,Fixed Deposit,126,2,44181,10,10,10,0,0.64,20,22090.5
38,Male,Employed,Fixed Deposit,127,1,342839,8,7,9,0,0.87,16,342839.0
27,Female,Unemployed,Current,161,1,60098,17,9,7,0,0.67,16,60098.0
22,Female,Employed,Fixed Deposit,51,1,106750,13,8,14,0,0.96,22,106750.0
52,Male,Self-employed,Savings,150,3,339312,18,9,9,0,0.71,18,113104.0
18,Female,Employed,Savings,113,2,79118,14,7,6,1,1.0,13,39559.0
35,Female,Employed,Current,155,1,46935,15,9,11,0,0.6,20,46935.0
34,Male,Employed,Fixed Deposit,124,2,96417,10,11,10,0,0.71,21,48208.5
30,Male,Self-employed,Savings,169,2,37822,15,10,13,0,0.83,23,18911.0
36,Female,Employed,Current,139,1,411917,13,8,8,0,0.64,16,411917.0
36,Female,Employed,Savings,151,3,100649,17,10,9,1,0.53,19,33549.67
43,Male,Employed,Current,121,1,38996,13,6,12,0,0.63,18,38996.0
42,Female,Employed,Savings,157,1,33121,10,8,9,0,0.87,17,33121.0
27,Male,Unemployed,Savings,36,2,107991,13,9,11,1,0.53,20,53995.5
38,Male,Employed,Savings,129,1,350906,13,9,12,0,0.52,21,350906.0
30,Male,Employed,Current,52,2,217550,16,2,12,0,0.75,14,108775.0
18,Female,Self-employed,Savings,160,4,73276,10,7,12,0,0.65,19,18319.0
37,Female,Self-employed,Current,118,1,45895,11,6,10,0,0.76,16,45895.0
40,Male,Unemployed,Current,93,2,96538,12,11,14,0,0.78,25,48269.0
42,Female,Employed,Current,97,3,137316,10,8,7,0,0.87,15,45772.0
28,Male,Self-employed,Savings,168,2,63294,20,6,15,0,0.57,21,31647.0
52,Male,Employed,Savings,108,1,95271,14,10,9,1,0.91,19,95271.0
35,Female,Employed,Savings,94,1,140497,18,8,6,0,0.62,14,140497.0
29,Male,Employed,Current,173,4,16127,19,6,6,0,0.69,12,4031.75
49,Male,Self-employed,Savings,54,2,259660,13,9,13,0,1.0,22,129830.0
18,Male,Self-employed,Savings,133,4,278964,16,8,10,0,0.69,18,69741.0
41,Female,Unemployed,Savings,21,1,60732,15,7,10,0,0.86,17,60732.0
27,Female,Self-employed,Current,68,2,64776,8,6,9,1,0.87,15,32388.0
31,Male,Employed,Fixed Deposit,130,1,87366,24,10,8,0,0.53,18,87366.0
22,Male,Employed,Savings,101,1,53055,11,11,13,0,0.66,24,53055.0
36,Male,Employed,Savings,173,2,429077,15,2,14,0,0.61,16,214538.5
36,Male,Self-employed,Current,170,1,9898,16,10,10,1,0.58,20,9898.0
42,Male,Employed,Current,96,2,125661,16,8,13,0,0.77,21,62830.5
18,Female,Employed,Savings,177,1,427830,10,9,16,0,0.84,25,427830.0
36,Female,Self-employed,Current,15,2,11416,14,8,9,2,0.82,17,5708.0
28,Female,Employed,Current,161,3,928128,17,6,8,0,0.84,14,309376.0
33,Female,Employed,Savings,144,1,369621,17,3,7,0,0.93,10,369621.0
46,Female,Employed,Savings,146,1,338212,21,8,12,0,0.75,20,338212.0
23,Female,Employed,Current,170,4,20093,18,6,10,0,0.74,16,5023.25
28,Male,Employed,Savings,95,1,63860,15,4,7,0,0.71,11,63860.0
24,Male,Employed,Current,14,2,178621,19,9,15,0,0.81,24,89310.5
43,Female,Self-employed,Savings,167,2,76781,12,6,12,0,0.85,18,38390.5
53,Male,Unemployed,Savings,24,1,34585,9,10,6,0,0.7,16,34585.0
18,Male,Employed,Savings,127,1,74134,14,7,8,1,0.72,15,74134.0
54,Male,Employed,Current,164,4,39430,15,3,12,0,0.92,15,9857.5
31,Female,Self-employed,Savings,164,3,104916,14,10,7,0,0.87,17,34972.0
54,Female,Employed,Current,170,3,33681,14,10,7,0,0.65,17,11227.0
37,Female,Employed,Savings,50,4,73526,14,8,10,0,0.66,18,18381.5
39,Female,Self-employed,Current,55,1,178603,15,3,11,0,0.76,14,178603.0
29,Male,Employed,Fixed Deposit,176,2,230370,15,7,11,0,0.53,18,115185.0
30,Male,Self-employed,Current,120,4,193527,16,11,4,1,0.59,15,48381.75
25,Female,Employed,Savings,123,2,93806,15,10,8,0,0.69,18,46903.0
39,Male,Employed,Savings,105,1,44112,21,5,4,0,0.9,9,44112.0
19,Male,Self-employed,Savings,117,4,16279,18,5,11,1,0.8,16,4069.75
34,Female,Self-employed,Fixed Deposit,87,1,181666,13,5,15,0,0.96,20,181666.0
36,Female,Self-employed,Fixed Deposit,76,2,104910,16,6,7,0,0.51,13,52455.0
28,Male,Employed,Savings,161,2,565488,16,7,14,0,0.97,21,282744.0
37,Female,Employed,Savings,80,1,121904,18,9,11,0,0.87,20,121904.0
33,Female,Employed,Savings,114,2,55556,16,5,6,0,0.65,11,27778.0
18,Female,Self-employed,Savings,36,3,153119,14,11,7,0,1.0,18,51039.67
18,Male,Employed,Savings,167,1,76044,15,3,11,0,0.58,14,76044.0
33,Female,Self-employed,Savings,99,1,228143,9,10,9,0,0.94,19,228143.0
34,Male,Self-employed,Current,178,2,524225,12,7,14,0,0.67,21,262112.5
45,Male,Employed,Savings,105,1,141742,17,7,9,1,0.72,16,141742.0
38,Male,Unemployed,Savings,132,4,107246,14,7,10,1,0.81,17,26811.5
29,Male,Employed,Fixed Deposit,161,2,201118,11,7,13,0,0.64,20,100559.0
32,Female,Employed,Savings,83,3,115644,18,4,12,1,0.9,16,38548.0
54,Male,Self-employed,Savings,16,4,3370,12,7,8,0,0.53,15,842.5
22,Male,Self-employed,Current,48,3,24871,12,4,9,0,0.7,13,8290.33
32,Female,Unemployed,Savings,121,2,227023,21,10,10,0,0.75,20,113511.5
42,Male,Employed,Savings,141,1,41901,7,10,14,0,0.97,24,41901.0
22,Male,Self-employed,Fixed Deposit,151,2,102713,11,6,13,0,0.67,19,51356.5
41,Female,Employed,Fixed Deposit,69,3,13921,12,10,12,0,0.69,22,4640.33
51,Female,Self-employed,Savings,85,2,50487,15,8,7,0,0.9,15,25243.5
37,Male,Employed,Savings,25,3,147473,16,8,6,0,0.9,14,49157.67
41,Female,Employed,Savings,148,1,15557,15,6,14,0,0.93,20,15557.0
32,Male,Self-employed,Savings,93,3,151597,15,7,7,0,0.89,14,50532.33
24,Male,Employed,Current,20,3,139294,15,7,11,0,0.63,18,46431.33
18,Female,Employed,Savings,66,3,248754,8,5,11,0,0.92,16,82918.0
26,Female,Employed,Savings,109,2,48738,10,10,13,0,0.6,23,24369.0
26,Male,Employed,Current,169,2,142637,19,4,10,0,0.98,14,71318.5
43,Female,Employed,Savings,26,2,301282,14,10,7,0,0.92,17,150641.0
27,Male,Employed,Current,146,3,63896,17,7,6,0,0.69,13,21298.67
41,Male,Self-employed,Savings,83,2,6023,12,7,8,1,0.67,15,3011.5
25,Male,Self-employed,Current,133,1,57309,17,11,10,0,0.56,21,57309.0
50,Female,Employed,Savings,154,1,20151,12,5,6,0,0.65,11,20151.0
40,Female,Self-employed,Savings,125,3,265199,15,5,8,0,0.67,13,88399.67
32,Female,Employed,Savings,171,1,540044,22,10,8,0,0.75,18,540044.0
33,Male,Employed,Savings,132,3,95302,12,11,9,0,0.56,20,31767.33
30,Female,Unemployed,Current,170,1,3228,18,9,9,0,0.73,18,3228.0
30,Male,Self-employed,Fixed Deposit,127,3,68952,8,5,8,1,0.57,13,22984.0
46,Female,Employed,Savings,100,2,56580,21,5,7,1,0.77,12,28290.0
27,Female,Employed,Current,144,4,58703,10,5,7,1,0.81,12,14675.75
40,Female,Employed,Current,96,1,6408,13,10,8,0,0.66,18,6408.0
43,Male,Employed,Fixed Deposit,30,2,22535,12,7,12,0,0.8,19,11267.5
46,Female,Employed,Savings,18,1,58641,15,16,8,0,0.85,24,58641.0
27,Female,Self-employed,Current,56,4,61085,15,8,16,0,0.65,24,15271.25
34,Male,Self-employed,Savings,79,2,59212,17,9,7,0,0.88,16,29606.0
33,Male,Self-employed,Savings,140,1,366295,11,7,9,0,0.68,16,366295.0
32,Female,Employed,Savings,111,3,109687,25,7,5,0,0.93,12,36562.33
29,Male,Employed,Savings,37,2,75525,24,4,7,0,0.81,11,37762.5
36,Female,Employed,Savings,97,3,362841,10,12,11,0,0.81,23,120947.0
33,Male,Unemployed,Savings,36,1,25737,14,7,7,0,0.65,14,25737.0
18,Male,Self-employed,Current,86,1,53604,16,8,12,0,0.93,20,53604.0
35,Male,Employed,Savings,121,1,314907,30,9,6,0,0.85,15,314907.0
52,Female,Unemployed,Current,139,2,145748,16,10,13,0,0.66,23,72874.0
20,Male,Employed,Current,162,3,275792,20,12,7,1,0.75,19,91930.67
31,Male,Self-employed,Savings,77,2,87384,16,5,13,0,0.98,18,43692.0
32,Female,Self-employed,Savings,50,1,127084,18,11,12,0,0.55,23,127084.0
18,Female,Employed,Current,160,3,12652,21,10,7,0,0.74,17,4217.33
35,Female,Employed,Savings,140,1,350403,16,14,12,0,0.63,26,350403.0
45,Male,Employed,Savings,177,1,125058,13,14,14,0,0.87,28,125058.0
34,Male,Employed,Savings,85,2,46021,19,6,13,0,0.51,19,23010.5
39,Female,Self-employed,Savings,180,1,246653,10,2,11,0,1.0,13,246653.0
29,Female,Employed,Savings,129,2,42890,10,5,13,0,0.69,18,21445.0
34,Female,Employed,Savings,149,1,15603,17,4,6,0,0.91,10,15603.0
36,Male,Employed,Current,34,3,63316,16,12,10,2,0.53,22,21105.33
33,Female,Employed,Savings,62,2,26050,15,4,11,0,0.75,15,13025.0
49,Female,Employed,Savings,68,1,90276,14,5,15,0,0.51,20,90276.0
18,Female,Employed,Savings,64,1,165873,23,8,10,0,0.51,18,165873.0
28,Male,Self-employed,Savings,179,1,39352,16,8,9,1,0.71,17,39352.0
24,Female,Unemployed,Savings,19,4,256840,20,6,14,0,0.98,20,64210.0
42,Female,Employed,Savings,126,3,259636,20,8,14,0,0.89,22,86545.33
26,Female,Self-employed,Savings,161,2,233400,17,5,7,1,0.74,12,116700.0
18,Female,Employed,Fixed Deposit,59,1,41398,11,4,13,0,0.78,17,41398.0
42,Female,Employed,Savings,22,3,204084,11,10,6,0,0.9,16,68028.0
50,Female,Employed,Savings,121,1,65501,13,5,11,0,0.73,16,65501.0
32,Male,Employed,Fixed Deposit,15,4,12223,17,5,9,0,0.64,14,3055.75
36,Male,Employed,Fixed Deposit,85,1,42039,24,9,14,1,0.57,23,42039.0
35,Male,Employed,Current,123,2,678,11,12,10,0,0.86,22,339.0
38,Female,Self-employed,Fixed Deposit,66,3,14042,9,9,12,1,0.64,21,4680.67
18,Female,Employed,Fixed Deposit,58,2,386588,10,7,6,0,0.74,13,193294.0
40,Male,Self-employed,Savings,144,1,61075,17,6,8,0,0.99,14,61075.0
36,Female,Self-employed,Savings,178,3,163150,9,7,12,0,0.87,19,54383.33
39,Female,Unemployed,Savings,121,1,163157,11,6,12,0,0.75,18,163157.0
44,Female,Employed,Fixed Deposit,68,4,237443,15,12,10,0,0.98,22,59360.75
30,Male,Self-employed,Savings,57,1,277391,13,7,12,1,0.74,19,277391.0
36,Female,Employed,Current,146,4,136036,14,11,9,0,0.92,20,34009.0
40,Female,Employed,Savings,165,3,129030,17,7,7,1,0.78,14,43010.0
42,Female,Employed,Savings,106,1,78899,20,8,5,0,0.91,13,78899.0
35,Male,Employed,Savings,145,1,60741,13,14,7,0,0.6,21,60741.0
43,Female,Employed,Savings,143,1,211862,18,15,10,0,0.91,25,211862.0
30,Male,Self-employed,Current,59,1,62150,13,6,10,0,0.61,16,62150.0
34,Female,Employed,Current,154,2,280926,12,10,5,0,0.81,15,140463.0
19,Male,Self-employed,Current,102,3,73156,18,1,13,0,0.73,14,24385.33
37,Male,Self-employed,Savings,71,1,165456,17,6,8,0,0.52,14,165456.0
30,Female,Employed,Savings,172,1,21850,14,3,10,0,0.82,13,21850.0
35,Male,Unemployed,Savings,28,1,313157,8,7,11,1,0.83,18,313157.0
43,Female,Employed,Current,104,3,1074,10,9,7,0,0.87,16,358.0
49,Female,Employed,Savings,136,2,234371,15,7,13,1,0.82,20,117185.5
38,Male,Employed,Current,161,4,367444,17,4,7,0,0.63,11,91861.0
23,Male,Employed,Savings,77,2,390027,12,16,6,0,0.7,22,195013.5
28,Female,Employed,Savings,19,4,90987,12,7,8,0,0.88,15,22746.75
29,Male,Self-employed,Current,50,4,92117,5,8,7,0,0.51,15,23029.25
41,Male,Employed,Fixed Deposit,19,2,23688,12,10,10,0,0.77,20,11844.0
35,Male,Employed,Savings,99,4,148196,15,12,5,0,0.63,17,37049.0
51,Female,Employed,Savings,130,3,68088,10,6,11,0,0.58,17,22696.0
23,Male,Employed,Savings,147,2,32446,11,15,6,0,0.58,21,16223.0
19,Male,Self-employed,Savings,93,3,109940,14,13,15,0,0.91,28,36646.67
32,Male,Self-employed,Savings,111,2,493005,22,4,6,0,0.91,10,246502.5
25,Female,Self-employed,Savings,104,2,56508,20,9,11,2,1.0,20,28254.0
27,Female,Self-employed,Savings,111,2,183940,23,6,11,0,0.51,17,91970.0
44,Female,Employed,Current,155,2,292354,16,8,9,0,0.65,17,146177.0
35,Male,Unemployed,Savings,127,3,256298,13,12,4,0,0.72,16,85432.67
18,Male,Unemployed,Savings,121,4,75078,21,11,9,0,0.78,20,18769.5
43,Female,Employed,Savings,65,2,4825,16,6,12,1,0.79,18,2412.5
31,Female,Self-employed,Savings,64,3,17079,7,16,8,0,0.58,24,5693.0
35,Female,Self-employed,Savings,126,3,10250,19,7,8,0,0.86,15,3416.67
31,Male,Employed,Current,99,2,146238,18,6,11,0,0.67,17,73119.0
18,Male,Unemployed,Fixed Deposit,46,1,53725,18,9,7,1,0.98,16,53725.0
34,Male,Employed,Savings,87,3,47256,19,7,8,0,0.87,15,15752.0
31,Male,Self-employed,Current,43,3,10612,13,9,5,0,1.0,14,3537.33
35,Male,Self-employed,Savings,131,3,2363,14,8,8,0,0.69,16,787.67
37,Female,Self-employed,Savings,171,1,221884,13,11,10,1,0.6,21,221884.0
36,Female,Employed,Savings,37,2,56215,12,10,12,0,0.99,22,28107.5
29,Female,Self-employed,Savings,132,1,159759,17,7,9,0,0.86,16,159759.0
27,Male,Employed,Current,116,3,282450,19,10,7,0,0.53,17,94150.0
36,Female,Employed,Current,118,1,4096,19,14,10,0,0.82,24,4096.0
35,Female,Self-employed,Current,43,2,150824,13,5,8,0,0.69,13,75412.0
33,Male,Self-employed,Current,129,1,85191,15,4,11,1,0.69,15,85191.0
39,Female,Self-employed,Savings,36,1,40076,17,9,10,1,0.51,19,40076.0
50,Male,Self-employed,Current,147,2,45014,11,7,8,0,0.59,15,22507.0
34,Female,Employed,Savings,15,3,84562,13,19,9,0,0.99,28,28187.33
31,Female,Self-employed,Fixed Deposit,92,1,116152,11,9,8,0,0.9,17,116152.0
38,Female,Self-employed,Current,57,2,137138,8,8,9,2,0.97,17,68569.0
29,Female,Employed,Current,165,1,26824,14,14,7,0,0.84,21,26824.0
36,Female,Employed,Current,95,1,207388,9,11,5,0,0.67,16,207388.0
